"","State","Year","Event","Value"
"9797","WA",1959,"Property",NA
"9798","WI",1959,"Property",3965280
"9799","WV",1959,"Property",25000
"9800","WY",1959,"Property",55000
"9801","AK",1960,"Property",NA
"9802","AL",1960,"Property",557500
"9803","AR",1960,"Property",8885250
"9804","AZ",1960,"Property",25000
"9805","CA",1960,"Property",0
"9806","CO",1960,"Property",308060
"9807","CT",1960,"Property",0
"9808","DE",1960,"Property",0
"9809","FL",1960,"Property",1900680
"9810","GA",1960,"Property",310000
"9811","HI",1960,"Property",NA
"9812","IA",1960,"Property",2315000
"9813","ID",1960,"Property",0
"9814","IL",1960,"Property",5410500
"9815","IN",1960,"Property",567530
"9816","KS",1960,"Property",28835510
"9817","KY",1960,"Property",2500250
"9818","LA",1960,"Property",877500
"9819","MA",1960,"Property",30
"9820","MD",1960,"Property",5000
"9821","ME",1960,"Property",25000
"9822","MI",1960,"Property",82500
"9823","MN",1960,"Property",102530
"9824","MO",1960,"Property",1128000
"9825","MS",1960,"Property",335000
"9826","MT",1960,"Property",2750
"9827","NC",1960,"Property",427500
"9828","ND",1960,"Property",35030
"9829","NE",1960,"Property",2035000
"9830","NH",1960,"Property",2500
"9831","NJ",1960,"Property",302750
"9832","NM",1960,"Property",50000
"9833","NV",1960,"Property",NA
"9834","NY",1960,"Property",25275030
"9835","OH",1960,"Property",105250
"9836","OK",1960,"Property",26908810
"9837","OR",1960,"Property",2500
"9838","PA",1960,"Property",525000
"9839","RI",1960,"Property",NA
"9840","SC",1960,"Property",2575000
"9841","SD",1960,"Property",307780
"9842","TN",1960,"Property",50000
"9843","TX",1960,"Property",5182750
"9844","UT",1960,"Property",0
"9845","VA",1960,"Property",100250
"9846","VT",1960,"Property",27500
"9847","WA",1960,"Property",NA
"9848","WI",1960,"Property",85250
"9849","WV",1960,"Property",0
"9850","WY",1960,"Property",52750
"9851","AK",1961,"Property",NA
"9852","AL",1961,"Property",2535000
"9853","AR",1961,"Property",9380000
"9854","AZ",1961,"Property",525000
"9855","CA",1961,"Property",25000
"9856","CO",1961,"Property",80250
"9857","CT",1961,"Property",2500
"9858","DE",1961,"Property",25000
"9859","FL",1961,"Property",3190500
"9860","GA",1961,"Property",3753500
"9861","HI",1961,"Property",NA
"9862","IA",1961,"Property",15475000
"9863","ID",1961,"Property",25000
"9864","IL",1961,"Property",41617750
"9865","IN",1961,"Property",17122780
"9866","KS",1961,"Property",10710090
"9867","KY",1961,"Property",20050000
"9868","LA",1961,"Property",5010250
"9869","MA",1961,"Property",75000
"9870","MD",1961,"Property",302500
"9871","ME",1961,"Property",375000
"9872","MI",1961,"Property",325000
"9873","MN",1961,"Property",627500
"9874","MO",1961,"Property",4580060
"9875","MS",1961,"Property",740250
"9876","MT",1961,"Property",2502500
"9877","NC",1961,"Property",602750
"9878","ND",1961,"Property",0
"9879","NE",1961,"Property",552500
"9880","NH",1961,"Property",257500
"9881","NJ",1961,"Property",0
"9882","NM",1961,"Property",77810
"9883","NV",1961,"Property",0
"9884","NY",1961,"Property",3050000
"9885","OH",1961,"Property",4387500
"9886","OK",1961,"Property",16466340
"9887","OR",1961,"Property",0
"9888","PA",1961,"Property",5327500
"9889","RI",1961,"Property",0
"9890","SC",1961,"Property",610530
"9891","SD",1961,"Property",1562500
"9892","TN",1961,"Property",525000
"9893","TX",1961,"Property",6192620
"9894","UT",1961,"Property",2500
"9895","VA",1961,"Property",28000
"9896","VT",1961,"Property",30000
"9897","WA",1961,"Property",0
"9898","WI",1961,"Property",360000
"9899","WV",1961,"Property",250000
"9900","WY",1961,"Property",50250
"9901","AK",1962,"Property",NA
"9902","AL",1962,"Property",927500
"9903","AR",1962,"Property",325000
"9904","AZ",1962,"Property",2750
"9905","CA",1962,"Property",30250
"9906","CO",1962,"Property",9370
"9907","CT",1962,"Property",5025000
"9908","DE",1962,"Property",50000
"9909","FL",1962,"Property",5385030
"9910","GA",1962,"Property",705000
"9911","HI",1962,"Property",NA
"9912","IA",1962,"Property",1850000
"9913","ID",1962,"Property",25000
"9914","IL",1962,"Property",557750
"9915","IN",1962,"Property",1630250
"9916","KS",1962,"Property",7870030
"9917","KY",1962,"Property",50000
"9918","LA",1962,"Property",835780
"9919","MA",1962,"Property",50000
"9920","MD",1962,"Property",50250
"9921","ME",1962,"Property",5000
"9922","MI",1962,"Property",55250
"9923","MN",1962,"Property",605000
"9924","MO",1962,"Property",505710
"9925","MS",1962,"Property",1112500
"9926","MT",1962,"Property",282750
"9927","NC",1962,"Property",277500
"9928","ND",1962,"Property",60250
"9929","NE",1962,"Property",11230250
"9930","NH",1962,"Property",27500
"9931","NJ",1962,"Property",5e+05
"9932","NM",1962,"Property",85250
"9933","NV",1962,"Property",25000
"9934","NY",1962,"Property",250
"9935","OH",1962,"Property",2777500
"9936","OK",1962,"Property",1763030
"9937","OR",1962,"Property",2500
"9938","PA",1962,"Property",527500
"9939","RI",1962,"Property",NA
"9940","SC",1962,"Property",112500
"9941","SD",1962,"Property",5735250
"9942","TN",1962,"Property",250000
"9943","TX",1962,"Property",14428000
"9944","UT",1962,"Property",0
"9945","VA",1962,"Property",555500
"9946","VT",1962,"Property",102500
"9947","WA",1962,"Property",250000
"9948","WI",1962,"Property",152500
"9949","WV",1962,"Property",250000
"9950","WY",1962,"Property",142780
"9951","AK",1963,"Property",NA
"9952","AL",1963,"Property",9228000
"9953","AR",1963,"Property",25000
"9954","AZ",1963,"Property",0
"9955","CA",1963,"Property",NA
"9956","CO",1963,"Property",5000
"9957","CT",1963,"Property",2500
"9958","DE",1963,"Property",0
"9959","FL",1963,"Property",1583750
"9960","GA",1963,"Property",7277500
"9961","HI",1963,"Property",50000
"9962","IA",1963,"Property",752530
"9963","ID",1963,"Property",0
"9964","IL",1963,"Property",4377500
"9965","IN",1963,"Property",9692810
"9966","KS",1963,"Property",384280
"9967","KY",1963,"Property",1125000
"9968","LA",1963,"Property",531000
"9969","MA",1963,"Property",110000
"9970","MD",1963,"Property",50000
"9971","ME",1963,"Property",260250
"9972","MI",1963,"Property",575000
"9973","MN",1963,"Property",602500
"9974","MO",1963,"Property",733000
"9975","MS",1963,"Property",827500
"9976","MT",1963,"Property",0
"9977","NC",1963,"Property",1130000
"9978","ND",1963,"Property",25500
"9979","NE",1963,"Property",662500
"9980","NH",1963,"Property",855000
"9981","NJ",1963,"Property",0
"9982","NM",1963,"Property",32500
"9983","NV",1963,"Property",0
"9984","NY",1963,"Property",7500
"9985","OH",1963,"Property",8260000
"9986","OK",1963,"Property",410680
"9987","OR",1963,"Property",0
"9988","PA",1963,"Property",27525250
"9989","RI",1963,"Property",NA
"9990","SC",1963,"Property",2608030
"9991","SD",1963,"Property",552750
"9992","TN",1963,"Property",4575000
"9993","TX",1963,"Property",785250
"9994","UT",1963,"Property",0
"9995","VA",1963,"Property",25000
"9996","VT",1963,"Property",2500
"9997","WA",1963,"Property",0
"9998","WI",1963,"Property",1302500
"9999","WV",1963,"Property",250000
"10000","WY",1963,"Property",27500
"10001","AK",1964,"Property",NA
"10002","AL",1964,"Property",2157500
"10003","AR",1964,"Property",1920000
"10004","AZ",1964,"Property",25000
"10005","CA",1964,"Property",7750
"10006","CO",1964,"Property",2500
"10007","CT",1964,"Property",0
"10008","DE",1964,"Property",2500
"10009","FL",1964,"Property",4162780
"10010","GA",1964,"Property",9925000
"10011","HI",1964,"Property",NA
"10012","IA",1964,"Property",43202500
"10013","ID",1964,"Property",25000
"10014","IL",1964,"Property",152750
"10015","IN",1964,"Property",527750
"10016","KS",1964,"Property",6391250
"10017","KY",1964,"Property",1705000
"10018","LA",1964,"Property",12635250
"10019","MA",1964,"Property",305000
"10020","MD",1964,"Property",0
"10021","ME",1964,"Property",0
"10022","MI",1964,"Property",3950000
"10023","MN",1964,"Property",1965030
"10024","MO",1964,"Property",12955030
"10025","MS",1964,"Property",77500
"10026","MT",1964,"Property",252500
"10027","NC",1964,"Property",1852810
"10028","ND",1964,"Property",507750
"10029","NE",1964,"Property",6255250
"10030","NH",1964,"Property",25000
"10031","NJ",1964,"Property",1275000
"10032","NM",1964,"Property",330780
"10033","NV",1964,"Property",275000
"10034","NY",1964,"Property",25000
"10035","OH",1964,"Property",630000
"10036","OK",1964,"Property",1715400
"10037","OR",1964,"Property",0
"10038","PA",1964,"Property",1025250
"10039","RI",1964,"Property",0
"10040","SC",1964,"Property",391370
"10041","SD",1964,"Property",3032500
"10042","TN",1964,"Property",7825000
"10043","TX",1964,"Property",27079590
"10044","UT",1964,"Property",2500
"10045","VA",1964,"Property",252500
"10046","VT",1964,"Property",0
"10047","WA",1964,"Property",30
"10048","WI",1964,"Property",10992500
"10049","WV",1964,"Property",25000
"10050","WY",1964,"Property",125000
"10051","AK",1965,"Property",NA
"10052","AL",1965,"Property",1352500
"10053","AR",1965,"Property",26945250
"10054","AZ",1965,"Property",0
"10055","CA",1965,"Property",25310
"10056","CO",1965,"Property",188060
"10057","CT",1965,"Property",25000
"10058","DE",1965,"Property",0
"10059","FL",1965,"Property",332560
"10060","GA",1965,"Property",437500
"10061","HI",1965,"Property",0
"10062","IA",1965,"Property",13947280
"10063","ID",1965,"Property",0
"10064","IL",1965,"Property",81007750
"10065","IN",1965,"Property",781068280
"10066","KS",1965,"Property",5757750
"10067","KY",1965,"Property",3050250
"10068","LA",1965,"Property",2025500
"10069","MA",1965,"Property",250280
"10070","MD",1965,"Property",50000
"10071","ME",1965,"Property",255000
"10072","MI",1965,"Property",310175000
"10073","MN",1965,"Property",258182500
"10074","MO",1965,"Property",1766120
"10075","MS",1965,"Property",740750
"10076","MT",1965,"Property",2575250
"10077","NC",1965,"Property",7902500
"10078","ND",1965,"Property",1437750
"10079","NE",1965,"Property",100650000
"10080","NH",1965,"Property",52500
"10081","NJ",1965,"Property",0
"10082","NM",1965,"Property",57560
"10083","NV",1965,"Property",0
"10084","NY",1965,"Property",305000
"10085","OH",1965,"Property",96330000
"10086","OK",1965,"Property",6885750
"10087","OR",1965,"Property",2500
"10088","PA",1965,"Property",550000
"10089","RI",1965,"Property",0
"10090","SC",1965,"Property",3682590
"10091","SD",1965,"Property",8367500
"10092","TN",1965,"Property",6082500
"10093","TX",1965,"Property",28039750
"10094","UT",1965,"Property",30000
"10095","VA",1965,"Property",277500
"10096","VT",1965,"Property",25000
"10097","WA",1965,"Property",50000
"10098","WI",1965,"Property",11030000
"10099","WV",1965,"Property",280000
"10100","WY",1965,"Property",302750
"10101","AK",1966,"Property",NA
"10102","AL",1966,"Property",1127500
"10103","AR",1966,"Property",507500
"10104","AZ",1966,"Property",52500
"10105","CA",1966,"Property",257500
"10106","CO",1966,"Property",2500
"10107","CT",1966,"Property",25000
"10108","DE",1966,"Property",0
"10109","FL",1966,"Property",75808500
"10110","GA",1966,"Property",3965000
"10111","HI",1966,"Property",NA
"10112","IA",1966,"Property",29890090
"10113","ID",1966,"Property",0
"10114","IL",1966,"Property",3302750
"10115","IN",1966,"Property",108000
"10116","KS",1966,"Property",255710750
"10117","KY",1966,"Property",1e+05
"10118","LA",1966,"Property",59000
"10119","MA",1966,"Property",300250
"10120","MD",1966,"Property",50000
"10121","ME",1966,"Property",50000
"10122","MI",1966,"Property",133000
"10123","MN",1966,"Property",2665030
"10124","MO",1966,"Property",5998620
"10125","MS",1966,"Property",77537530
"10126","MT",1966,"Property",250
"10127","NC",1966,"Property",1302500
"10128","ND",1966,"Property",1355500
"10129","NE",1966,"Property",27500
"10130","NH",1966,"Property",257500
"10131","NJ",1966,"Property",0
"10132","NM",1966,"Property",281000
"10133","NV",1966,"Property",0
"10134","NY",1966,"Property",2500
"10135","OH",1966,"Property",2775000
"10136","OK",1966,"Property",2390250
"10137","OR",1966,"Property",52500
"10138","PA",1966,"Property",325000
"10139","RI",1966,"Property",NA
"10140","SC",1966,"Property",90030
"10141","SD",1966,"Property",890030
"10142","TN",1966,"Property",102500
"10143","TX",1966,"Property",915500
"10144","UT",1966,"Property",25000
"10145","VA",1966,"Property",327750
"10146","VT",1966,"Property",25000
"10147","WA",1966,"Property",2500
"10148","WI",1966,"Property",7777500
"10149","WV",1966,"Property",2750
"10150","WY",1966,"Property",50280
"10151","AK",1967,"Property",NA
"10152","AL",1967,"Property",12752750
"10153","AR",1967,"Property",7052500
"10154","AZ",1967,"Property",75000
"10155","CA",1967,"Property",7500
"10156","CO",1967,"Property",555280
"10157","CT",1967,"Property",NA
"10158","DE",1967,"Property",255250
"10159","FL",1967,"Property",8060280
"10160","GA",1967,"Property",395250
"10161","HI",1967,"Property",252500
"10162","IA",1967,"Property",17977530
"10163","ID",1967,"Property",0
"10164","IL",1967,"Property",60697500
"10165","IN",1967,"Property",1172750
"10166","KS",1967,"Property",33855280
"10167","KY",1967,"Property",880000
"10168","LA",1967,"Property",790000
"10169","MA",1967,"Property",250
"10170","MD",1967,"Property",80000
"10171","ME",1967,"Property",25000
"10172","MI",1967,"Property",28907750
"10173","MN",1967,"Property",280450250
"10174","MO",1967,"Property",65238700
"10175","MS",1967,"Property",25757530
"10176","MT",1967,"Property",0
"10177","NC",1967,"Property",6e+05
"10178","ND",1967,"Property",102500
"10179","NE",1967,"Property",2107500
"10180","NH",1967,"Property",25000
"10181","NJ",1967,"Property",25000
"10182","NM",1967,"Property",27750
"10183","NV",1967,"Property",0
"10184","NY",1967,"Property",25000
"10185","OH",1967,"Property",532500
"10186","OK",1967,"Property",8883530
"10187","OR",1967,"Property",275000
"10188","PA",1967,"Property",502500
"10189","RI",1967,"Property",NA
"10190","SC",1967,"Property",452530
"10191","SD",1967,"Property",2610000
"10192","TN",1967,"Property",4175000
"10193","TX",1967,"Property",4873560
"10194","UT",1967,"Property",25000
"10195","VA",1967,"Property",75000
"10196","VT",1967,"Property",0
"10197","WA",1967,"Property",0
"10198","WI",1967,"Property",6057500
"10199","WV",1967,"Property",327500
"10200","WY",1967,"Property",78000
"10201","AK",1968,"Property",NA
"10202","AL",1968,"Property",7277750
"10203","AR",1968,"Property",8420250
"10204","AZ",1968,"Property",3e+05
"10205","CA",1968,"Property",NA
"10206","CO",1968,"Property",55250
"10207","CT",1968,"Property",27500
"10208","DE",1968,"Property",0
"10209","FL",1968,"Property",10481370
"10210","GA",1968,"Property",575000
"10211","HI",1968,"Property",NA
"10212","IA",1968,"Property",55440090
"10213","ID",1968,"Property",0
"10214","IL",1968,"Property",10775250
"10215","IN",1968,"Property",1387500
"10216","KS",1968,"Property",982500
"10217","KY",1968,"Property",30550030
"10218","LA",1968,"Property",462750
"10219","MA",1968,"Property",282750
"10220","MD",1968,"Property",0
"10221","ME",1968,"Property",27500
"10222","MI",1968,"Property",5982500
"10223","MN",1968,"Property",9022750
"10224","MO",1968,"Property",1210870
"10225","MS",1968,"Property",405250
"10226","MT",1968,"Property",250
"10227","NC",1968,"Property",6e+05
"10228","ND",1968,"Property",552500
"10229","NE",1968,"Property",2882500
"10230","NH",1968,"Property",77500
"10231","NJ",1968,"Property",0
"10232","NM",1968,"Property",250000
"10233","NV",1968,"Property",0
"10234","NY",1968,"Property",275000
"10235","OH",1968,"Property",13880280
"10236","OK",1968,"Property",1570780
"10237","OR",1968,"Property",2.5e+07
"10238","PA",1968,"Property",552500
"10239","RI",1968,"Property",NA
"10240","SC",1968,"Property",57810
"10241","SD",1968,"Property",3e+05
"10242","TN",1968,"Property",5280000
"10243","TX",1968,"Property",8113590
"10244","UT",1968,"Property",252500
"10245","VA",1968,"Property",250030
"10246","VT",1968,"Property",0
"10247","WA",1968,"Property",0
"10248","WI",1968,"Property",6480000
"10249","WV",1968,"Property",30
"10250","WY",1968,"Property",37780
"10251","AK",1969,"Property",NA
"10252","AL",1969,"Property",1630280
"10253","AR",1969,"Property",27500
"10254","AZ",1969,"Property",275000
"10255","CA",1969,"Property",0
"10256","CO",1969,"Property",55250
"10257","CT",1969,"Property",0
"10258","DE",1969,"Property",0
"10259","FL",1969,"Property",1313840
"10260","GA",1969,"Property",2985030
"10261","HI",1969,"Property",NA
"10262","IA",1969,"Property",2427500
"10263","ID",1969,"Property",0
"10264","IL",1969,"Property",630030
"10265","IN",1969,"Property",1455280
"10266","KS",1969,"Property",26780000
"10267","KY",1969,"Property",305000
"10268","LA",1969,"Property",1390000
"10269","MA",1969,"Property",2500
"10270","MD",1969,"Property",275000
"10271","ME",1969,"Property",25000
"10272","MI",1969,"Property",5602500
"10273","MN",1969,"Property",16667750
"10274","MO",1969,"Property",11953120
"10275","MS",1969,"Property",2182500
"10276","MT",1969,"Property",25250
"10277","NC",1969,"Property",1127500
"10278","ND",1969,"Property",80000
"10279","NE",1969,"Property",627750
"10280","NH",1969,"Property",27500
"10281","NJ",1969,"Property",0
"10282","NM",1969,"Property",25280
"10283","NV",1969,"Property",0
"10284","NY",1969,"Property",3077500
"10285","OH",1969,"Property",9115500
"10286","OK",1969,"Property",1412750
"10287","OR",1969,"Property",25000
"10288","PA",1969,"Property",275000
"10289","RI",1969,"Property",0
"10290","SC",1969,"Property",580560
"10291","SD",1969,"Property",725250
"10292","TN",1969,"Property",275000
"10293","TX",1969,"Property",5473280
"10294","UT",1969,"Property",0
"10295","VA",1969,"Property",577750
"10296","VT",1969,"Property",25000
"10297","WA",1969,"Property",250000
"10298","WI",1969,"Property",13260000
"10299","WV",1969,"Property",30000
"10300","WY",1969,"Property",275280
"10301","AK",1970,"Property",NA
"10302","AL",1970,"Property",1175500
"10303","AR",1970,"Property",6735000
"10304","AZ",1970,"Property",25000
"10305","CA",1970,"Property",25000
"10306","CO",1970,"Property",27500
"10307","CT",1970,"Property",25000
"10308","DE",1970,"Property",0
"10309","FL",1970,"Property",3465120
"10310","GA",1970,"Property",1082500
"10311","HI",1970,"Property",NA
"10312","IA",1970,"Property",3557530
"10313","ID",1970,"Property",0
"10314","IL",1970,"Property",910530
"10315","IN",1970,"Property",1932500
"10316","KS",1970,"Property",10458030
"10317","KY",1970,"Property",330000
"10318","LA",1970,"Property",932500
"10319","MA",1970,"Property",1075000
"10320","MD",1970,"Property",0
"10321","ME",1970,"Property",27500
"10322","MI",1970,"Property",50000
"10323","MN",1970,"Property",3905000
"10324","MO",1970,"Property",5160680
"10325","MS",1970,"Property",3337750
"10326","MT",1970,"Property",250
"10327","NC",1970,"Property",50000
"10328","ND",1970,"Property",135250
"10329","NE",1970,"Property",6e+05
"10330","NH",1970,"Property",325000
"10331","NJ",1970,"Property",275000
"10332","NM",1970,"Property",255280
"10333","NV",1970,"Property",0
"10334","NY",1970,"Property",775000
"10335","OH",1970,"Property",1722500
"10336","OK",1970,"Property",139442810
"10337","OR",1970,"Property",0
"10338","PA",1970,"Property",5902500
"10339","RI",1970,"Property",NA
"10340","SC",1970,"Property",2500
"10341","SD",1970,"Property",25375000
"10342","TN",1970,"Property",15452750
"10343","TX",1970,"Property",382039250
"10344","UT",1970,"Property",250
"10345","VA",1970,"Property",280000
"10346","VT",1970,"Property",25000
"10347","WA",1970,"Property",25000
"10348","WI",1970,"Property",5757500
"10349","WV",1970,"Property",2527500
"10350","WY",1970,"Property",0
"10351","AK",1971,"Property",NA
"10352","AL",1971,"Property",1652750
"10353","AR",1971,"Property",1877500
"10354","AZ",1971,"Property",2850000
"10355","CA",1971,"Property",0
"10356","CO",1971,"Property",2755500
"10357","CT",1971,"Property",275000
"10358","DE",1971,"Property",0
"10359","FL",1971,"Property",3481900
"10360","GA",1971,"Property",5187500
"10361","HI",1971,"Property",2775000
"10362","IA",1971,"Property",15800530
"10363","ID",1971,"Property",0
"10364","IL",1971,"Property",4175530
"10365","IN",1971,"Property",3482750
"10366","KS",1971,"Property",1540500
"10367","KY",1971,"Property",13180030
"10368","LA",1971,"Property",15640000
"10369","MA",1971,"Property",80250
"10370","MD",1971,"Property",525000
"10371","ME",1971,"Property",1328000
"10372","MI",1971,"Property",1052500
"10373","MN",1971,"Property",695250
"10374","MO",1971,"Property",26738000
"10375","MS",1971,"Property",34045000
"10376","MT",1971,"Property",53000
"10377","NC",1971,"Property",3250250
"10378","ND",1971,"Property",595000
"10379","NE",1971,"Property",1407500
"10380","NH",1971,"Property",0
"10381","NJ",1971,"Property",750000
"10382","NM",1971,"Property",56280
"10383","NV",1971,"Property",0
"10384","NY",1971,"Property",550000
"10385","OH",1971,"Property",5977500
"10386","OK",1971,"Property",3120250
"10387","OR",1971,"Property",2500
"10388","PA",1971,"Property",325000
"10389","RI",1971,"Property",0
"10390","SC",1971,"Property",52530
"10391","SD",1971,"Property",262500
"10392","TN",1971,"Property",7125000
"10393","TX",1971,"Property",32532250
"10394","UT",1971,"Property",0
"10395","VA",1971,"Property",2750000
"10396","VT",1971,"Property",0
"10397","WA",1971,"Property",75000
"10398","WI",1971,"Property",4062500
"10399","WV",1971,"Property",25000
"10400","WY",1971,"Property",10000
"10401","AK",1972,"Property",NA
"10402","AL",1972,"Property",1907500
"10403","AR",1972,"Property",5882530
"10404","AZ",1972,"Property",30625180
"10405","CA",1972,"Property",0
"10406","CO",1972,"Property",30250
"10407","CT",1972,"Property",277500
"10408","DE",1972,"Property",NA
"10409","FL",1972,"Property",8784050
"10410","GA",1972,"Property",8072750
"10411","HI",1972,"Property",NA
"10412","IA",1972,"Property",5930030
"10413","ID",1972,"Property",0
"10414","IL",1972,"Property",17132750
"10415","IN",1972,"Property",650000
"10416","KS",1972,"Property",2512750
"10417","KY",1972,"Property",1357500
"10418","LA",1972,"Property",1725500
"10419","MA",1972,"Property",2590000
"10420","MD",1972,"Property",250000
"10421","ME",1972,"Property",5000
"10422","MI",1972,"Property",5608000
"10423","MN",1972,"Property",25030
"10424","MO",1972,"Property",2755000
"10425","MS",1972,"Property",4637750
"10426","MT",1972,"Property",5250
"10427","NC",1972,"Property",2525000
"10428","ND",1972,"Property",305250
"10429","NE",1972,"Property",110250
"10430","NH",1972,"Property",330250
"10431","NJ",1972,"Property",0
"10432","NM",1972,"Property",56000
"10433","NV",1972,"Property",0
"10434","NY",1972,"Property",577500
"10435","OH",1972,"Property",677500
"10436","OK",1972,"Property",582500
"10437","OR",1972,"Property",250000
"10438","PA",1972,"Property",52500
"10439","RI",1972,"Property",0
"10440","SC",1972,"Property",3052500
"10441","SD",1972,"Property",362500
"10442","TN",1972,"Property",1302500
"10443","TX",1972,"Property",12538750
"10444","UT",1972,"Property",0
"10445","VA",1972,"Property",50000
"10446","VT",1972,"Property",50000
"10447","WA",1972,"Property",25300000
"10448","WI",1972,"Property",2282500
"10449","WV",1972,"Property",2500
"10450","WY",1972,"Property",250
"10451","AK",1973,"Property",NA
"10452","AL",1973,"Property",227060250
"10453","AR",1973,"Property",9903840
"10454","AZ",1973,"Property",0
"10455","CA",1973,"Property",25000
"10456","CO",1973,"Property",275000
"10457","CT",1973,"Property",2530030
"10458","DE",1973,"Property",0
"10459","FL",1973,"Property",20498530
"10460","GA",1973,"Property",1310420250
"10461","HI",1973,"Property",0
"10462","IA",1973,"Property",4282500
"10463","ID",1973,"Property",2750
"10464","IL",1973,"Property",8857560
"10465","IN",1973,"Property",6867560
"10466","KS",1973,"Property",258740340
"10467","KY",1973,"Property",1035000
"10468","LA",1973,"Property",16135750
"10469","MA",1973,"Property",25025250
"10470","MD",1973,"Property",55000
"10471","ME",1973,"Property",25000
"10472","MI",1973,"Property",1171120
"10473","MN",1973,"Property",4172500
"10474","MO",1973,"Property",19008780
"10475","MS",1973,"Property",11447500
"10476","MT",1973,"Property",25030
"10477","NC",1973,"Property",4305000
"10478","ND",1973,"Property",1525000
"10479","NE",1973,"Property",11202750
"10480","NH",1973,"Property",0
"10481","NJ",1973,"Property",530500
"10482","NM",1973,"Property",250
"10483","NV",1973,"Property",0
"10484","NY",1973,"Property",75000
"10485","OH",1973,"Property",9848060
"10486","OK",1973,"Property",33420620
"10487","OR",1973,"Property",0
"10488","PA",1973,"Property",655030
"10489","RI",1973,"Property",0
"10490","SC",1973,"Property",31210000
"10491","SD",1973,"Property",2867500
"10492","TN",1973,"Property",1560000
"10493","TX",1973,"Property",11469780
"10494","UT",1973,"Property",0
"10495","VA",1973,"Property",25027530
"10496","VT",1973,"Property",250000
"10497","WA",1973,"Property",0
"10498","WI",1973,"Property",1530000
"10499","WV",1973,"Property",0
"10500","WY",1973,"Property",25000
"10501","AK",1974,"Property",NA
"10502","AL",1974,"Property",139518500
"10503","AR",1974,"Property",26202500
"10504","AZ",1974,"Property",280000
"10505","CA",1974,"Property",27530
"10506","CO",1974,"Property",275000
"10507","CT",1974,"Property",2750
"10508","DE",1974,"Property",0
"10509","FL",1974,"Property",18110750
"10510","GA",1974,"Property",35805000
"10511","HI",1974,"Property",NA
"10512","IA",1974,"Property",36928000
"10513","ID",1974,"Property",NA
"10514","IL",1974,"Property",22718560
"10515","IN",1974,"Property",956175000
"10516","KS",1974,"Property",62490060
"10517","KY",1974,"Property",70478250
"10518","LA",1974,"Property",55438060
"10519","MA",1974,"Property",250000
"10520","MD",1974,"Property",32500
"10521","ME",1974,"Property",2500
"10522","MI",1974,"Property",5148750
"10523","MN",1974,"Property",1180000
"10524","MO",1974,"Property",3352500
"10525","MS",1974,"Property",1591370
"10526","MT",1974,"Property",0
"10527","NC",1974,"Property",29282500
"10528","ND",1974,"Property",2102500
"10529","NE",1974,"Property",12567500
"10530","NH",1974,"Property",2500
"10531","NJ",1974,"Property",250
"10532","NM",1974,"Property",302500
"10533","NV",1974,"Property",0
"10534","NY",1974,"Property",2775000
"10535","OH",1974,"Property",257182500
"10536","OK",1974,"Property",128015530
"10537","OR",1974,"Property",25000
"10538","PA",1974,"Property",125030
"10539","RI",1974,"Property",0
"10540","SC",1974,"Property",3605000
"10541","SD",1974,"Property",582750
"10542","TN",1974,"Property",25100000
"10543","TX",1974,"Property",11158770
"10544","UT",1974,"Property",NA
"10545","VA",1974,"Property",6030280
"10546","VT",1974,"Property",0
"10547","WA",1974,"Property",0
"10548","WI",1974,"Property",15837500
"10549","WV",1974,"Property",12502500
"10550","WY",1974,"Property",62590
"10551","AK",1975,"Property",NA
"10552","AL",1975,"Property",34905280
"10553","AR",1975,"Property",28630250
"10554","AZ",1975,"Property",0
"10555","CA",1975,"Property",30000
"10556","CO",1975,"Property",382500
"10557","CT",1975,"Property",2500
"10558","DE",1975,"Property",255000
"10559","FL",1975,"Property",12405750
"10560","GA",1975,"Property",280727500
"10561","HI",1975,"Property",0
"10562","IA",1975,"Property",4920780
"10563","ID",1975,"Property",0
"10564","IL",1975,"Property",33723750
"10565","IN",1975,"Property",1980250
"10566","KS",1975,"Property",1085090
"10567","KY",1975,"Property",25000
"10568","LA",1975,"Property",2400780
"10569","MA",1975,"Property",50000
"10570","MD",1975,"Property",380000
"10571","ME",1975,"Property",27500
"10572","MI",1975,"Property",995250
"10573","MN",1975,"Property",6155000
"10574","MO",1975,"Property",39130000
"10575","MS",1975,"Property",30943030
"10576","MT",1975,"Property",1e+05
"10577","NC",1975,"Property",6658250
"10578","ND",1975,"Property",2830250
"10579","NE",1975,"Property",257294000
"10580","NH",1975,"Property",0
"10581","NJ",1975,"Property",25275000
"10582","NM",1975,"Property",25060
"10583","NV",1975,"Property",250000
"10584","NY",1975,"Property",300030
"10585","OH",1975,"Property",3605250
"10586","OK",1975,"Property",35960000
"10587","OR",1975,"Property",2500000
"10588","PA",1975,"Property",2860750
"10589","RI",1975,"Property",NA
"10590","SC",1975,"Property",1580030
"10591","SD",1975,"Property",686500
"10592","TN",1975,"Property",3925000
"10593","TX",1975,"Property",2673090
"10594","UT",1975,"Property",0
"10595","VA",1975,"Property",807750
"10596","VT",1975,"Property",0
"10597","WA",1975,"Property",0
"10598","WI",1975,"Property",110000
"10599","WV",1975,"Property",100030
"10600","WY",1975,"Property",27590
"10601","AK",1976,"Property",NA
"10602","AL",1976,"Property",10332750
"10603","AR",1976,"Property",29715500
"10604","AZ",1976,"Property",2500
